experiment_name,experiment_iteration,task_number,code_fix_count,code_syntax_status,obj_expected,obj_given,obj_status,sum_prompt_tokens,sum_completion_tokens,sum_prompt_tokens_price,sum_completion_tokens_price,sum_price
experiment_3a1,1,15,0,False,339000.0,,False,1564,1288,0.0002346,0.0007728,0.0010074
experiment_3b1,1,8,0,True,12000.0,12000.0,True,1032,787,0.00015479999999999997,0.0004722,0.000627
experiment_3a1,1,16,0,True,339000.0,339000.0,True,1274,924,0.00019109999999999998,0.0005544,0.0007455000000000001
experiment_3b1,1,9,0,True,7.37,7.3703704,True,1561,1431,0.00023414999999999997,0.0008585999999999999,0.00109275
experiment_3a1,1,17,0,True,10305.11226,2480.0,False,1333,1091,0.00019995,0.0006546,0.0008545499999999999
experiment_3b1,1,10,0,True,240.9,240.89999999999998,True,1221,931,0.00018315,0.0005586,0.00074175
experiment_3b1,1,11,0,True,1308.0,-1100.0,False,1097,872,0.00016455,0.0005231999999999999,0.0006877499999999999
experiment_3a1,1,18,0,False,107843.0,,False,2152,1858,0.0003228,0.0011148,0.0014376
experiment_3b1,1,12,0,True,350.45,200.0,False,1248,824,0.0001872,0.0004944,0.0006816
experiment_3a1,1,19,0,False,3000.0,,False,2699,2511,0.00040485,0.0015066,0.00191145
experiment_3b1,1,13,0,True,2.0,2.0,True,1182,914,0.0001773,0.0005484,0.0007257
experiment_3b1,1,14,1,False,654.2,,False,1953,1270,0.00029295000000000005,0.0007619999999999999,0.0010549499999999998
experiment_3a1,1,20,0,False,93715.0,,False,1948,1596,0.0002922,0.0009576,0.0012498
experiment_3b1,1,15,1,False,339000.0,,False,2219,1569,0.00033285,0.0009414,0.00127425
experiment_3a1,1,21,0,False,93715.0,,False,2435,2250,0.00036524999999999996,0.00135,0.00171525
experiment_3b1,1,16,0,True,339000.0,404500.0,False,1318,1046,0.00019769999999999998,0.0006276,0.0008253
experiment_3a1,1,22,0,True,1438383.0,1557500.0,False,2076,1540,0.0003114,0.0009239999999999999,0.0012353999999999998
experiment_3b1,1,17,0,True,10305.11226,10305.112255,True,1357,1090,0.00020355,0.0006540000000000001,0.0008575500000000001
experiment_3a1,1,23,0,False,498677.0,,False,2046,1559,0.00030690000000000003,0.0009354,0.0012423
experiment_3b1,1,18,0,True,107843.0,363750.0,False,2054,1682,0.00030809999999999995,0.0010092,0.0013173
experiment_3a1,1,24,0,True,2142.0,-16679408.173817705,False,1732,1399,0.00025979999999999997,0.0008393999999999999,0.0010991999999999998
experiment_3a1,1,25,0,False,2619.0,,False,1949,1754,0.00029235000000000003,0.0010524,0.00134475
experiment_3b1,1,19,1,False,3000.0,,False,4355,3692,0.00065325,0.0022151999999999996,0.00286845
experiment_3a1,1,26,0,True,2450.0,0.0,False,1965,1670,0.00029475,0.001002,0.0012967500000000002
experiment_3a1,1,27,0,True,14900.0,454.09999999999997,False,1431,1087,0.00021464999999999999,0.0006521999999999999,0.00086685
experiment_3a1,1,28,0,True,19.95,11.46625,False,1275,1130,0.00019125000000000001,0.000678,0.00086925
experiment_3b1,1,20,1,False,93715.0,,False,3484,2783,0.0005225999999999999,0.0016697999999999997,0.0021923999999999997
experiment_3a1,1,29,0,True,10.45,1.725,False,1063,951,0.00015945,0.0005705999999999999,0.0007300499999999999
experiment_3a1,1,30,0,True,1.475,10.458964648,False,1218,1067,0.0001827,0.0006402000000000001,0.0008229000000000001
experiment_3b1,1,21,1,False,93715.0,,False,3542,2937,0.0005313,0.0017622,0.0022935
experiment_3a1,1,31,0,False,986630.0,,False,1465,1283,0.00021975,0.0007698,0.00098955
experiment_3a1,1,32,0,True,1000.0,1000.0,True,1023,749,0.00015345,0.0004494,0.0006028499999999999
experiment_3a1,1,33,0,True,20.0,20.0,True,896,642,0.00013440000000000001,0.00038519999999999993,0.0005195999999999999
experiment_3b1,1,22,1,False,1438383.0,,False,3209,2505,0.00048134999999999996,0.001503,0.00198435
experiment_3a1,1,34,0,True,4.0,4.0,True,1047,796,0.00015705,0.0004776,0.0006346500000000001
experiment_3a1,1,35,0,True,970.0,970.0,True,1079,936,0.00016185,0.0005616,0.00072345
experiment_3b1,1,23,0,True,498677.0,5310000.0,False,2258,1758,0.0003387,0.0010547999999999998,0.0013934999999999998
experiment_3a1,1,36,0,False,3800.0,,False,1168,923,0.00017519999999999998,0.0005537999999999999,0.0007289999999999998
experiment_3b1,1,24,0,True,2142.0,150982066.62237424,False,1660,1326,0.000249,0.0007956,0.0010446000000000001
experiment_3a1,1,37,0,True,12000.0,12000.0,True,1072,840,0.0001608,0.0005039999999999999,0.0006647999999999999
experiment_3b1,1,25,1,True,2619.0,1893.0,False,3075,2307,0.00046124999999999996,0.0013842,0.0018454499999999998
experiment_3a1,1,38,0,True,450.0,140.0,False,1368,1204,0.00020519999999999997,0.0007224,0.0009276
experiment_3a1,1,39,0,False,15.0,,False,1091,1044,0.00016365,0.0006264,0.00079005
experiment_3b1,1,26,1,False,2450.0,,False,3256,2439,0.0004883999999999999,0.0014634000000000001,0.0019518
experiment_3a1,1,40,0,False,431433437.5,,False,1499,1278,0.00022485000000000002,0.0007668,0.00099165
experiment_3a1,1,41,0,True,3.0,3.0,True,1059,1097,0.00015885,0.0006582000000000001,0.00081705
experiment_3b1,1,27,1,False,14900.0,,False,2374,1613,0.00035610000000000004,0.0009678,0.0013239
experiment_3b1,1,28,0,True,19.95,11.46625,False,1009,830,0.00015135,0.000498,0.0006493499999999999
experiment_3a1,1,42,0,False,9.0,,False,1275,1110,0.00019125000000000001,0.0006659999999999999,0.0008572499999999999
experiment_3b1,1,29,1,True,10.45,1.725,False,2351,1589,0.00035265,0.0009534000000000001,0.00130605
experiment_3a1,1,43,0,True,62666.6666667,25500.0,False,1341,1063,0.00020114999999999998,0.0006378,0.00083895
experiment_3b1,1,30,0,True,1.475,10.458964648,False,1285,1199,0.00019275,0.0007194,0.00091215
experiment_3a1,1,44,0,True,9600.0,9600.0,True,1240,936,0.00018599999999999997,0.0005616,0.0007476
experiment_3a1,1,45,0,False,100500.0,,False,1344,1061,0.00020160000000000002,0.0006366,0.0008382
experiment_3b1,1,31,1,True,986630.0,206137.5,False,2703,2216,0.00040545,0.0013295999999999998,0.0017350499999999997
experiment_3a1,1,46,0,True,37100.0,37492.158985999995,False,1558,1269,0.0002337,0.0007614,0.0009951
experiment_3b1,1,32,0,True,1000.0,1000.0,True,1133,894,0.00016995,0.0005363999999999999,0.0007063499999999999
experiment_3a1,1,47,0,True,16620.0,2850.0,False,1089,994,0.00016335,0.0005964,0.00075975
experiment_3b1,1,33,0,True,20.0,20.0,True,833,558,0.00012495,0.0003348,0.00045975
experiment_3b1,1,34,0,True,4.0,4.0,True,1038,791,0.0001557,0.00047459999999999994,0.0006302999999999999
experiment_3a1,1,48,0,False,178900.0,,False,1721,1478,0.00025814999999999996,0.0008867999999999999,0.0011449499999999998
experiment_3b1,1,35,0,True,970.0,970.0,True,1225,1056,0.00018375,0.0006336,0.00081735
experiment_3a1,1,49,0,True,10200.0,9600.0,False,1164,953,0.0001746,0.0005718,0.0007464
experiment_3a1,1,50,0,False,9750.0,,False,1348,1089,0.00020219999999999998,0.0006533999999999999,0.0008556
experiment_3b1,1,36,0,True,3800.0,3800.0,True,1174,957,0.0001761,0.0005742,0.0007503
experiment_3b1,1,37,0,True,12000.0,12000.0,True,1037,842,0.00015554999999999999,0.0005052,0.00066075
experiment_3a1,1,51,0,True,703.0,73500.0,False,1351,1026,0.00020265,0.0006156,0.00081825
experiment_3a1,1,52,0,True,1380.0,1380.0,True,1094,894,0.00016409999999999998,0.0005364,0.0007005
experiment_3b1,1,38,0,True,450.0,340.0,False,1169,1032,0.00017535,0.0006192,0.00079455
experiment_3a1,1,53,0,False,33960.0,,False,1212,996,0.00018179999999999997,0.0005976,0.0007794
experiment_3b1,1,39,1,False,15.0,,False,1762,1501,0.0002643,0.0009006,0.0011649
experiment_3a1,1,54,0,False,5600.0,,False,1591,1342,0.00023864999999999997,0.0008051999999999998,0.0010438499999999998
experiment_3b1,1,40,0,True,431433437.5,-7555.0,False,1457,1254,0.00021854999999999997,0.0007524,0.0009709499999999999
experiment_3a1,1,55,0,True,5600.0,990600.0,False,1426,1243,0.0002139,0.0007458,0.0009597
experiment_3b1,1,41,0,True,3.0,3.0,True,932,841,0.0001398,0.0005046,0.0006444
experiment_3a1,1,56,0,False,26.5,,False,1305,1084,0.00019575,0.0006504,0.0008461499999999999
experiment_3b1,1,42,1,True,9.0,10.5,False,2158,1572,0.0003237,0.0009432,0.0012669
experiment_3a1,1,57,0,True,251500.0,279750.0,False,1597,1320,0.00023955,0.000792,0.00103155
experiment_3b1,1,43,0,True,62666.6666667,25500.0,False,1051,774,0.00015765,0.0004644,0.0006220500000000001
experiment_3a1,1,58,0,False,7120.0,,False,1411,1123,0.00021165000000000002,0.0006738,0.0008854500000000001
experiment_3b1,1,44,0,True,9600.0,9600.0,True,1197,907,0.00017954999999999997,0.0005442,0.00072375
experiment_3a1,1,59,0,True,35000.0,35000.0,True,1140,891,0.000171,0.0005346,0.0007056
experiment_3b1,1,45,0,True,100500.0,915.0,False,1548,1295,0.0002322,0.000777,0.0010092
experiment_3a1,1,60,0,True,290.0,290.0,True,1235,1166,0.00018524999999999998,0.0006996,0.00088485
experiment_3b1,1,46,0,True,37100.0,37492.158985999995,False,1559,1282,0.00023385,0.0007692,0.0010030500000000001
experiment_3a1,1,61,0,False,2280.0,,False,1678,1692,0.0002517,0.0010152,0.0012669
experiment_3b1,1,47,0,True,16620.0,1900.0,False,1023,972,0.00015345,0.0005832,0.0007366499999999999
experiment_3a1,1,62,0,False,1256.0,,False,1218,1104,0.0001827,0.0006624000000000001,0.0008451000000000001
experiment_3b1,1,48,0,True,178900.0,178600.0,True,1958,1653,0.0002937,0.0009918,0.0012855
experiment_3a1,1,63,0,True,45.0,45.0,True,1649,1339,0.00024735,0.0008034,0.00105075
experiment_3b1,1,49,0,True,10200.0,9600.0,False,1284,992,0.00019259999999999997,0.0005951999999999999,0.0007878
experiment_3b1,1,50,0,True,9750.0,10200.0,False,1371,1110,0.00020564999999999998,0.000666,0.0008716500000000001
experiment_3b1,1,51,0,True,703.0,73500.0,False,1437,1168,0.00021555,0.0007008,0.00091635
experiment_3b1,1,52,0,True,1380.0,1380.0,True,1060,866,0.000159,0.0005195999999999999,0.0006785999999999999
experiment_3b1,1,53,0,True,33960.0,5230.0,False,1163,939,0.00017444999999999998,0.0005633999999999999,0.00073785
experiment_3b1,1,54,1,False,5600.0,,False,2809,1973,0.00042135,0.0011837999999999998,0.0016051499999999998
experiment_3b1,1,55,1,True,5600.0,5600.0,True,2560,2205,0.000384,0.001323,0.001707
experiment_3b1,1,56,1,True,26.5,7.5,False,2320,1656,0.000348,0.0009935999999999999,0.0013415999999999999
experiment_3b1,1,57,1,True,251500.0,192250.0,False,2650,1980,0.00039749999999999996,0.001188,0.0015855
experiment_3b1,1,58,0,True,7120.0,10000.0,False,1498,1286,0.0002247,0.0007715999999999999,0.0009962999999999999
experiment_3b1,1,59,0,True,35000.0,35000.0,True,975,733,0.00014625,0.00043979999999999996,0.00058605
experiment_3b1,1,60,0,True,290.0,290.0,True,1190,1073,0.0001785,0.0006437999999999999,0.0008223
experiment_3b1,1,61,0,True,2280.0,2280.0,True,1567,1354,0.00023505,0.0008124,0.0010474500000000001
experiment_3b1,1,62,0,True,1256.0,1256.0,True,1419,1384,0.00021285,0.0008304,0.00104325
experiment_3b1,1,63,0,True,45.0,44.4,False,1739,1492,0.00026084999999999997,0.0008952,0.00115605
experiment_3b1,2,1,0,True,78.64,78.6376025,True,966,741,0.0001449,0.00044459999999999996,0.0005895
experiment_3b1,2,2,0,True,271250000.0,261929380.99997997,False,2249,1751,0.00033735,0.0010505999999999998,0.0013879499999999998
experiment_3b1,2,3,0,True,353.0,342.40000000000003,False,1456,1103,0.0002184,0.0006618,0.0008802
experiment_3b1,2,4,0,True,15.0,15.0,True,839,608,0.00012585,0.0003648,0.00049065
experiment_3b1,2,5,0,True,190.0,0.0,False,1476,1290,0.0002214,0.000774,0.0009954
experiment_3b1,2,6,1,True,0.111,0.0,False,2198,1528,0.0003297,0.0009168,0.0012465
experiment_3b1,2,7,0,True,0.0111,0.01,False,1482,1266,0.0002223,0.0007596,0.0009819
experiment_3b1,2,8,0,True,12000.0,12000.0,True,1106,860,0.00016589999999999997,0.000516,0.0006818999999999999
experiment_3b1,2,9,0,True,7.37,7.3703704,True,1160,944,0.000174,0.0005664,0.0007404
experiment_3b1,2,10,1,True,240.9,240.89999999999998,True,2446,1634,0.0003669,0.0009804,0.0013473
experiment_3b1,2,11,1,True,1308.0,-1100.0,False,1877,1144,0.00028155,0.0006864,0.00096795
experiment_3b1,2,12,0,True,350.45,546.0,False,1373,977,0.00020595,0.0005862,0.00079215
experiment_3b1,2,13,1,True,2.0,0.0,False,1816,1116,0.0002724,0.0006696,0.000942
experiment_3b1,2,14,0,True,654.2,654.285719,True,1324,961,0.0001986,0.0005766,0.0007752
experiment_3b1,2,15,1,False,339000.0,,False,2358,1943,0.00035370000000000003,0.0011658,0.0015195
experiment_3b1,2,16,0,True,339000.0,404500.0,False,1338,962,0.0002007,0.0005771999999999999,0.0007779
experiment_3b1,2,17,1,False,10305.11226,,False,1858,1303,0.0002787,0.0007818,0.0010605
experiment_3b1,2,18,1,False,107843.0,,False,3372,3029,0.0005058,0.0018174,0.0023232
experiment_3b1,2,19,1,False,3000.0,,False,4352,3267,0.0006527999999999999,0.0019602,0.002613
experiment_3b1,2,20,1,False,93715.0,,False,3796,3161,0.0005694,0.0018966,0.002466
experiment_3b1,2,21,1,False,93715.0,,False,3669,3035,0.00055035,0.001821,0.00237135
experiment_3b1,2,22,1,False,1438383.0,,False,3497,2316,0.0005245499999999999,0.0013896,0.0019141499999999999
experiment_3b1,2,23,1,False,498677.0,,False,3319,2475,0.00049785,0.001485,0.00198285
experiment_3b1,2,24,0,True,2142.0,182029926.54500747,False,1673,1278,0.00025094999999999995,0.0007668,0.00101775
experiment_3b1,2,25,1,True,2619.0,1892702926.0,False,2745,2144,0.00041175,0.0012863999999999998,0.0016981499999999998
experiment_3b1,2,26,0,True,2450.0,-998998983.5999999,False,2020,1901,0.000303,0.0011406,0.0014436000000000002
experiment_3b1,2,27,1,False,14900.0,,False,2537,1702,0.00038055,0.0010211999999999999,0.0014017499999999998
experiment_3b1,2,28,0,True,19.95,11.46625,False,1123,989,0.00016845,0.0005934,0.00076185
experiment_3b1,2,29,0,True,10.45,1.725,False,1146,963,0.0001719,0.0005778000000000001,0.0007497000000000001
experiment_3b1,2,30,1,True,1.475,10.458964648,False,1885,1482,0.00028275,0.0008891999999999999,0.00117195
experiment_3a1,2,1,0,False,78.64,,False,798,544,0.0001197,0.00032639999999999996,0.00044609999999999995
experiment_3b1,2,31,1,True,986630.0,222250.0,False,2669,1897,0.00040034999999999995,0.0011382,0.00153855
experiment_3b1,2,32,0,True,1000.0,1000.0,True,1009,775,0.00015135,0.000465,0.00061635
experiment_3a1,2,2,0,True,271250000.0,261950000.0,False,2113,1642,0.00031695,0.0009851999999999999,0.0013021499999999997
experiment_3b1,2,33,0,True,20.0,20.0,True,887,650,0.00013305,0.00039,0.00052305
experiment_3b1,2,34,0,True,4.0,4.0,True,1013,762,0.00015194999999999998,0.00045719999999999995,0.0006091499999999999
experiment_3a1,2,3,0,True,353.0,180.0,False,1489,1171,0.00022334999999999998,0.0007026000000000001,0.00092595
experiment_3b1,2,35,0,True,970.0,970.0,True,1059,864,0.00015884999999999999,0.0005183999999999999,0.0006772499999999999
experiment_3a1,2,4,0,True,15.0,15.0,True,917,803,0.00013755,0.0004818,0.0006193500000000001
experiment_3b1,2,36,0,True,3800.0,3800.0,True,1097,876,0.00016455000000000002,0.0005256,0.00069015
experiment_3a1,2,5,0,True,190.0,290.0,False,1408,1172,0.0002112,0.0007032,0.0009144
experiment_3b1,2,37,0,True,12000.0,12000.0,True,929,683,0.00013935,0.0004098,0.00054915
experiment_3a1,2,6,0,False,0.111,,False,1397,1088,0.00020954999999999997,0.0006528,0.00086235
experiment_3b1,2,38,0,True,450.0,450.0,True,1205,1156,0.00018074999999999998,0.0006936,0.0008743500000000001
experiment_3a1,2,7,0,True,0.0111,0.01,False,1381,1052,0.00020715,0.0006312,0.00083835
experiment_3a1,2,8,0,True,12000.0,12000.0,True,978,750,0.0001467,0.00045,0.0005966999999999999
experiment_3b1,2,39,0,True,15.0,6.0,False,1285,1354,0.00019275,0.0008124,0.00100515
experiment_3a1,2,9,0,True,7.37,7.3703704,True,1354,1111,0.0002031,0.0006665999999999999,0.0008696999999999999
experiment_3a1,2,10,0,True,240.9,240.89999999999998,True,1205,913,0.00018075,0.0005478,0.00072855
experiment_3a1,2,11,0,False,1308.0,,False,1055,804,0.00015824999999999997,0.00048239999999999996,0.00064065
experiment_3b1,2,40,1,False,431433437.5,,False,2480,1765,0.000372,0.001059,0.001431
experiment_3a1,2,12,0,True,350.45,350.0,True,1508,1229,0.00022619999999999997,0.0007374,0.0009636
experiment_3b1,2,41,0,True,3.0,3.0,True,1069,980,0.00016035,0.000588,0.00074835
experiment_3a1,2,13,0,False,2.0,,False,1127,846,0.00016905,0.0005076,0.00067665
experiment_3a1,2,14,0,False,654.2,,False,1526,1165,0.00022889999999999998,0.000699,0.0009279
experiment_3b1,2,42,1,True,9.0,10.5,False,1857,1150,0.00027855,0.00069,0.00096855
experiment_3a1,2,15,0,True,339000.0,1872.0,False,1577,1383,0.00023654999999999998,0.0008298000000000001,0.0010663500000000002
experiment_3b1,2,43,0,True,62666.6666667,25500.0,False,1218,952,0.0001827,0.0005712,0.0007539000000000001
experiment_3b1,2,44,0,True,9600.0,9600.0,True,1166,895,0.00017489999999999997,0.0005369999999999999,0.0007118999999999999
experiment_3a1,2,16,0,True,339000.0,245000.0,False,1294,1096,0.00019409999999999997,0.0006575999999999999,0.0008516999999999999
experiment_3b1,2,45,1,True,100500.0,915.0,False,2421,1588,0.00036315,0.0009528,0.00131595
experiment_3a1,2,17,0,True,10305.11226,10305.0,True,1326,997,0.0001989,0.0005981999999999999,0.0007970999999999999
experiment_3b1,2,46,1,True,37100.0,37492.158986,False,2759,2193,0.00041384999999999995,0.0013158,0.00172965
experiment_3a1,2,18,0,False,107843.0,,False,2068,1790,0.00031019999999999995,0.0010739999999999999,0.0013842
experiment_3b1,2,47,1,False,16620.0,,False,1917,1316,0.00028755,0.0007896,0.00107715
experiment_3a1,2,19,0,False,3000.0,,False,2584,2357,0.0003876,0.0014142,0.0018018
experiment_3b1,2,48,1,False,178900.0,,False,3327,2509,0.00049905,0.0015054,0.00200445
experiment_3a1,2,20,0,False,93715.0,,False,1981,1610,0.00029715,0.0009660000000000001,0.00126315
experiment_3a1,2,21,0,False,93715.0,,False,2207,1879,0.00033104999999999994,0.0011274,0.00145845
experiment_3b1,2,49,1,True,10200.0,9600.0,False,2472,1723,0.0003708,0.0010337999999999999,0.0014045999999999998
experiment_3a1,2,22,0,True,1438383.0,3128333.335,False,2227,1686,0.00033405,0.0010115999999999999,0.0013456499999999999
experiment_3b1,2,50,1,True,9750.0,9600.0,False,2650,1841,0.00039749999999999996,0.0011046,0.0015021000000000001
experiment_3a1,2,23,0,False,498677.0,,False,2180,1754,0.00032700000000000003,0.0010523999999999998,0.0013793999999999998
experiment_3a1,2,24,0,True,2142.0,166080273.2846117,False,1928,1527,0.0002892,0.0009161999999999999,0.0012054
experiment_3a1,2,25,0,False,2619.0,,False,1783,1517,0.00026745,0.0009101999999999999,0.00117765
experiment_3b1,2,51,0,True,703.0,70300.0,False,1735,1422,0.00026025,0.0008531999999999999,0.00111345
experiment_3b1,2,52,0,True,1380.0,1380.0,True,996,713,0.0001494,0.0004278,0.0005771999999999999
experiment_3a1,2,26,0,False,2450.0,,False,1927,1596,0.00028905,0.0009576,0.00124665
experiment_3b1,2,53,0,True,33960.0,5230.0,False,1110,818,0.00016649999999999998,0.0004908,0.0006573
experiment_3a1,2,27,0,False,14900.0,,False,1356,1049,0.0002034,0.0006294,0.0008328000000000001
experiment_3b1,2,54,1,False,5600.0,,False,2549,2054,0.00038235,0.0012324,0.00161475
experiment_3a1,2,28,0,False,19.95,,False,1286,1127,0.00019289999999999997,0.0006762000000000001,0.0008691
experiment_3b1,2,55,0,True,5600.0,5600.0,True,1543,1320,0.00023145000000000002,0.000792,0.00102345
experiment_3a1,2,29,0,True,10.45,1.725,False,1040,934,0.000156,0.0005604,0.0007164
experiment_3b1,2,56,0,True,26.5,17.5,False,1297,1259,0.00019454999999999999,0.0007554,0.00094995
experiment_3a1,2,30,0,True,1.475,10.458964648,False,1149,1002,0.00017235,0.0006012,0.00077355
experiment_3a1,2,31,0,False,986630.0,,False,1652,1509,0.0002478,0.0009054,0.0011532
experiment_3b1,2,57,0,True,251500.0,133250.0,False,1587,1292,0.00023804999999999999,0.0007752,0.00101325
experiment_3a1,2,32,0,True,1000.0,1000.0,True,955,704,0.00014324999999999999,0.00042239999999999997,0.00056565
experiment_3a1,2,33,0,True,20.0,20.0,True,831,573,0.00012465,0.0003438,0.00046845000000000003
experiment_3b1,2,58,1,False,7120.0,,False,2132,1597,0.00031979999999999997,0.0009582,0.001278
experiment_3a1,2,34,0,True,4.0,4.0,True,935,676,0.00014025000000000002,0.0004056,0.0005458500000000001
experiment_3b1,2,59,0,True,35000.0,35000.0,True,1208,1045,0.00018119999999999999,0.000627,0.0008081999999999999
experiment_3a1,2,35,0,True,970.0,970.0,True,1227,1005,0.00018405,0.000603,0.0007870500000000001
experiment_3a1,2,36,0,True,3800.0,3800.0,True,1073,833,0.00016094999999999998,0.0004997999999999999,0.0006607499999999999
experiment_3b1,2,60,1,True,290.0,290.0,True,1819,1483,0.00027285,0.0008897999999999999,0.0011626499999999999
experiment_3a1,2,37,0,True,12000.0,12000.0,True,929,720,0.00013935,0.000432,0.00057135
experiment_3b1,2,61,0,True,2280.0,2280.0,True,1693,1570,0.00025395,0.0009419999999999999,0.0011959499999999999
experiment_3a1,2,38,0,True,450.0,450.0,True,1069,999,0.00016035,0.0005993999999999999,0.0007597499999999999
experiment_3a1,2,39,0,False,15.0,,False,1185,1291,0.00017775,0.0007746,0.00095235
experiment_3b1,2,62,1,False,1256.0,,False,2365,1740,0.00035475,0.001044,0.00139875
experiment_3a1,2,40,0,True,431433437.5,-6885.00002666,False,1412,1150,0.0002118,0.00069,0.0009017999999999999
experiment_3b1,2,63,0,True,45.0,45.0,True,1636,1276,0.0002454,0.0007656,0.001011
experiment_3b1,3,1,1,False,78.64,,False,1860,1185,0.00027899999999999995,0.000711,0.00099
experiment_3a1,2,41,0,True,3.0,3.0,True,1133,1050,0.00016994999999999998,0.0006299999999999999,0.0007999499999999999
experiment_3a1,2,42,0,False,9.0,,False,1068,839,0.0001602,0.0005034,0.0006636
experiment_3b1,3,2,0,True,271250000.0,261952381.0,False,2112,1632,0.0003168,0.0009792,0.0012959999999999998
experiment_3a1,2,43,0,True,62666.6666667,62666.6664,True,1133,893,0.00016994999999999998,0.0005358,0.00070575
experiment_3b1,3,3,0,True,353.0,150.0000015,False,1563,1344,0.00023445,0.0008064,0.00104085
experiment_3a1,2,44,0,True,9600.0,9600.0,True,1228,944,0.00018419999999999998,0.0005664,0.0007505999999999999
experiment_3a1,2,45,0,True,100500.0,915.0,False,1507,1139,0.00022605,0.0006834,0.00090945
experiment_3b1,3,4,0,True,15.0,15.0,True,892,707,0.0001338,0.0004242,0.000558
experiment_3a1,2,46,0,True,37100.0,37492.158985999995,False,1612,1426,0.0002418,0.0008556,0.0010974
experiment_3b1,3,5,0,True,190.0,115.0,False,1540,1286,0.00023099999999999998,0.0007715999999999999,0.0010025999999999998
experiment_3a1,2,47,0,True,16620.0,3750.0,False,1048,995,0.0001572,0.0005970000000000001,0.0007542000000000001
experiment_3b1,3,6,1,True,0.111,0.0,False,2194,1530,0.00032910000000000003,0.000918,0.0012471000000000001
experiment_3a1,2,48,0,False,178900.0,,False,1974,1826,0.0002961,0.0010956,0.0013917
experiment_3b1,3,7,1,True,0.0111,0.01,False,2250,1700,0.0003375,0.0010199999999999999,0.0013574999999999998
experiment_3a1,2,49,0,True,10200.0,9600.0,False,1153,872,0.00017295,0.0005232,0.00069615
experiment_3b1,3,8,1,True,12000.0,12000.0,True,1775,1003,0.00026625,0.0006018,0.00086805
experiment_3a1,2,50,0,False,9750.0,,False,1501,1180,0.00022514999999999997,0.0007080000000000001,0.00093315
experiment_3b1,3,9,0,True,7.37,7.3703704,True,1122,902,0.00016829999999999997,0.0005411999999999999,0.0007094999999999998
experiment_3a1,2,51,0,True,703.0,70300.0,False,1766,1541,0.0002649,0.0009245999999999999,0.0011895
experiment_3b1,3,10,0,True,240.9,240.89999999999998,True,1339,1104,0.00020085,0.0006624,0.00086325
experiment_3a1,2,52,0,True,1380.0,1380.0,True,983,715,0.00014744999999999998,0.000429,0.00057645
experiment_3a1,2,53,0,True,33960.0,5230.0,False,1129,869,0.00016935,0.0005214,0.00069075
experiment_3b1,3,11,1,True,1308.0,-500.0,False,2021,1277,0.00030314999999999997,0.0007662,0.00106935
experiment_3a1,2,54,0,True,5600.0,3000.0,False,1588,1356,0.0002382,0.0008136,0.0010518
